LOAN_NBR|BORROWER_ID|COBORROWER_ID|STATE|COUNTY|LOAN_AMT|UPB|MONTHLYPMT|INTEREST_AMT|PMT_METHOD|DUE_DT|TXN_DT|DT_SRCE_BEG|DT_SRCE_END|ACTIVE
0000000947|0000000947|0000000947|DC|South|30360799|25021173|77441|55903|Check|2021-01-31|2018-07-29 05:05:56|2018-07-18 01:37:21|9999-12-31 00:00:00|A
0000000948|0000000948|0000000948|LA|South|306801725|216886728|43758|50394|Wire|2021-08-31|2018-07-10 12:18:02|2018-07-10 04:22:08|9999-12-31 00:00:00|A
0000000949|0000000949|0000000949|FL|Palm Beach|612574545|321196972|71534|94691|ACH|2025-12-31|2018-07-15 21:06:57|2018-07-11 13:06:23|9999-12-31 00:00:00|A
0000000950|0000000950|0000000950|IA|North|700853542|424018045|61469|18941|Check|2021-07-31|2018-07-30 13:41:30|2018-07-20 21:49:20|9999-12-31 00:00:00|A
0000000951|0000000951|0000000951|DE|North|727440815|120296820|60002|4588|ACH|2023-01-31|2018-07-20 13:38:44|2018-07-05 21:52:05|9999-12-31 00:00:00|A
0000000952|0000000952|0000000952|TN|East|222713825|88229218|85186|87081|ACH|2018-03-31|2018-07-13 23:35:16|2018-07-07 10:37:46|9999-12-31 00:00:00|A
0000000953|0000000953|0000000953|SD|West|338007157|235793992|78402|72430|Check|2021-02-28|2018-07-30 08:13:46|2018-07-05 10:25:18|9999-12-31 00:00:00|A
0000000954|0000000954|0000000954|DE|North|155337603|106668581|40703|19304|ACH|2021-08-31|2018-07-22 03:48:21|2018-07-04 19:08:49|9999-12-31 00:00:00|A
0000000955|0000000955|0000000955|MI|Wayne|804608289|500516972|13188|20750|ACH|2021-11-30|2018-07-08 10:46:18|2018-07-03 11:53:31|9999-12-31 00:00:00|A
0000000956|0000000956|0000000956|CT|Central|886721958|352975202|66371|22380|Check|2020-01-31|2018-07-22 04:12:13|2018-07-15 01:56:16|9999-12-31 00:00:00|A
0000000957|0000000957|0000000957|TX|Travis|334937498|40603313|82571|53453|Check|2026-08-31|2018-07-20 17:31:41|2018-07-13 15:53:26|9999-12-31 00:00:00|A
0000000958|0000000958|0000000958|OK|West|755345974|582270282|72395|78532|Wire|2022-07-31|2018-07-27 00:06:13|2018-07-01 01:01:50|9999-12-31 00:00:00|A
0000000959|0000000959|0000000959|GA|Gwinnett|397857315|388391316|38505|91992|Check|2018-11-30|2018-07-12 09:17:37|2018-07-08 19:26:32|9999-12-31 00:00:00|A
0000000960|0000000960|0000000960|NH|South|165170232|123054615|42643|80327|Internal Transfer|2020-03-31|2018-07-13 14:00:12|2018-07-08 15:09:19|9999-12-31 00:00:00|A
0000000961|0000000961|0000000961|NY|New York|388296462|113452596|82456|50763|Wire|2019-07-31|2018-07-11 16:54:54|2018-07-03 18:06:34|9999-12-31 00:00:00|A
0000000962|0000000962|0000000962|IN|South|736247339|496961435|55407|36655|Internal Transfer|2018-03-31|2018-07-05 17:12:11|2018-07-01 22:33:03|9999-12-31 00:00:00|A
0000000963|0000000963|0000000963|VA|South|433567125|149691388|24291|48436|ACH|2024-03-31|2018-07-25 23:14:48|2018-07-07 15:07:06|9999-12-31 00:00:00|A
0000000964|0000000964|0000000964|MI|Kent|549994730|500985341|3727|76929|ACH|2022-02-28|2018-07-01 21:16:47|2018-07-01 10:57:06|9999-12-31 00:00:00|A
0000000965|0000000965|0000000965|VT|West|28734318|15838520|72625|27703|Internal Transfer|2025-04-30|2018-07-23 11:57:28|2018-07-06 01:06:46|9999-12-31 00:00:00|A
0000000966|0000000966|0000000966|WA|East|175730516|118772104|34206|83710|Wire|2022-05-31|2018-07-29 01:34:41|2018-07-14 03:47:48|9999-12-31 00:00:00|A
0000000967|0000000967|0000000967|GA|Gwinnett|317391127|169119203|38678|17562|Check|2023-08-31|2018-07-02 23:41:11|2018-07-01 19:31:29|9999-12-31 00:00:00|A
0000000968|0000000968|0000000968|SD|South|783048885|150144657|8201|58363|Check|2020-12-31|2018-07-10 23:51:14|2018-07-04 17:36:54|9999-12-31 00:00:00|A
0000000969|0000000969|0000000969|IA|Central|145451475|90108160|78127|43117|Internal Transfer|2026-03-31|2018-07-16 14:27:02|2018-07-03 05:50:11|9999-12-31 00:00:00|A
0000000970|0000000970|0000000970|NV|North|219336010|142550963|97885|71806|Internal Transfer|2022-06-30|2018-07-19 08:08:53|2018-07-11 14:26:13|9999-12-31 00:00:00|A
0000000971|0000000971|0000000971|CT|South|352871682|153209929|79714|61828|Wire|2026-11-30|2018-07-29 08:02:40|2018-07-29 01:31:00|9999-12-31 00:00:00|A
0000000972|0000000972|0000000972|TX|Tarrant|60256099|40934379|80047|85404|Internal Transfer|2025-04-30|2018-07-21 21:27:59|2018-07-01 16:13:54|9999-12-31 00:00:00|A
0000000973|0000000973|0000000973|VT|South|3294686|1542766|7995|24880|Check|2019-01-31|2018-07-24 07:25:24|2018-07-12 04:05:13|9999-12-31 00:00:00|A
0000000974|0000000974|0000000974|CA|San Diego|434428555|383963838|73432|19482|ACH|2018-03-31|2018-07-12 15:51:50|2018-07-05 16:54:28|9999-12-31 00:00:00|A
0000000975|0000000975|0000000975|HI|South|103506279|38193229|5915|63249|Internal Transfer|2020-04-30|2018-07-07 20:08:09|2018-07-04 20:58:52|9999-12-31 00:00:00|A
0000000976|0000000976|0000000976|SD|West|281833307|275969274|40421|71768|ACH|2019-05-31|2018-07-29 12:59:07|2018-07-18 00:51:50|9999-12-31 00:00:00|A
0000000977|0000000977|0000000977|OR|West|379016521|266300787|30186|25606|Internal Transfer|2024-03-31|2018-07-31 10:47:13|2018-07-31 06:52:55|9999-12-31 00:00:00|A
0000000978|0000000978|0000000978|NV|Central|531774212|487750598|4688|41580|Wire|2024-03-31|2018-07-07 14:45:45|2018-07-01 18:41:13|9999-12-31 00:00:00|A
0000000979|0000000979|0000000979|FL|Hillsborough|241218691|42005197|38759|65050|Internal Transfer|2019-11-30|2018-07-24 05:05:43|2018-07-20 08:55:36|9999-12-31 00:00:00|A
0000000980|0000000980|0000000980|AK|North|17996574|10348831|6286|32967|ACH|2019-07-31|2018-07-06 21:21:44|2018-07-05 23:08:40|9999-12-31 00:00:00|A
0000000981|0000000981|0000000981|CO|North|247975547|20483980|69033|79177|Wire|2025-08-31|2018-07-10 09:47:17|2018-07-02 15:00:00|9999-12-31 00:00:00|A
0000000982|0000000982|0000000982|FL|Broward|598595768|332369089|74185|77462|Internal Transfer|2020-02-29|2018-07-09 06:24:23|2018-07-03 00:10:30|9999-12-31 00:00:00|A
0000000983|0000000983|0000000983|AK|East|913726468|94712059|15227|91601|Check|2026-11-30|2018-07-04 20:25:03|2018-07-04 10:22:04|9999-12-31 00:00:00|A
0000000984|0000000984|0000000984|AK|North|763420475|239687781|50783|6513|Wire|2022-05-31|2018-07-19 09:14:50|2018-07-08 13:21:28|9999-12-31 00:00:00|A
0000000985|0000000985|0000000985|TX|Travis|484512088|127522205|38690|33868|Internal Transfer|2023-10-31|2018-07-04 23:19:21|2018-07-02 07:16:15|9999-12-31 00:00:00|A
0000000986|0000000986|0000000986|GA|Cobb|733775878|25064092|69985|76975|Check|2025-12-31|2018-07-22 06:32:10|2018-07-05 22:57:16|9999-12-31 00:00:00|A
0000000987|0000000987|0000000987|MD|South|92759728|31380949|96297|41509|ACH|2022-06-30|2018-07-03 06:00:25|2018-07-03 00:46:14|9999-12-31 00:00:00|A
0000000988|0000000988|0000000988|IA|North|959932358|955672710|21572|80851|ACH|2022-02-28|2018-07-13 15:28:42|2018-07-11 16:32:22|9999-12-31 00:00:00|A
0000000989|0000000989|0000000989|IN|East|938476159|214135103|29029|11112|Internal Transfer|2018-08-31|2018-07-01 18:42:28|2018-07-01 11:50:32|9999-12-31 00:00:00|A
0000000990|0000000990|0000000990|ND|East|118216035|73408892|33670|4061|Wire|2025-02-28|2018-07-18 19:43:52|2018-07-17 14:56:22|9999-12-31 00:00:00|A
0000000991|0000000991|0000000991|KS|West|222672187|26647383|85501|65049|ACH|2020-03-31|2018-07-19 18:48:08|2018-07-10 22:43:27|9999-12-31 00:00:00|A
0000000992|0000000992|0000000992|NE|North|501106490|335397405|36863|43059|ACH|2022-11-30|2018-07-29 17:41:13|2018-07-29 03:58:10|9999-12-31 00:00:00|A
0000000993|0000000993|0000000993|TX|Dallas|151501217|81948703|38340|43146|Check|2026-08-31|2018-07-18 09:50:44|2018-07-02 09:58:31|9999-12-31 00:00:00|A
0000000994|0000000994|0000000994|ME|East|236055566|180324150|90543|90411|Check|2021-12-31|2018-07-19 03:36:53|2018-07-11 14:28:13|9999-12-31 00:00:00|A
0000000995|0000000995|0000000995|SD|East|777693664|754612606|66411|94669|Internal Transfer|2023-07-31|2018-07-16 02:53:16|2018-07-09 02:16:25|9999-12-31 00:00:00|A
0000000996|0000000996|0000000996|TX|Tarrant|729739702|51738703|96265|9923|Check|2026-03-31|2018-07-07 18:38:43|2018-07-04 10:04:46|9999-12-31 00:00:00|A
0000000997|0000000997|0000000997|ID|East|666373823|643837848|57282|36718|ACH|2021-11-30|2018-07-19 22:30:32|2018-07-10 00:31:33|9999-12-31 00:00:00|A
0000000998|0000000998|0000000998|AR|North|108486137|71744269|10903|3210|Internal Transfer|2019-04-30|2018-07-08 03:24:26|2018-07-01 12:03:52|9999-12-31 00:00:00|A
0000000999|0000000999|0000000999|VA|East|184908366|1067951|47139|63765|ACH|2019-07-31|2018-07-23 13:50:48|2018-07-10 22:16:40|9999-12-31 00:00:00|A
0000001000|0000001000|0000001000|SC|North|15122309|9265905|43558|71212|Internal Transfer|2021-12-31|2018-07-16 02:05:28|2018-07-11 05:18:28|9999-12-31 00:00:00|A
